,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,pos,neg,neutral,pos_neg_ratio
62,Selma,2014,PG-13,2h 8min,Biography; Drama; History; ,9 January 2015 (USA),7.5,83285,264,https://www.imdb.com/title/tt1020072/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8825757575757576,0.10606060606060606,0.011363636363636364,8.321428571428571
63,Malcolm X,1992,PG-13,3h 22min,Biography; Drama; History; ,18 November 1992 (USA),7.7,82521,183,https://www.imdb.com/title/tt0104797/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7833333333333333,0.20555555555555555,0.011111111111111112,3.810810810810811
64,The New World,2005,PG-13,2h 15min,Biography; Drama; History; ,20 January 2006 (USA),6.7,81466,721,https://www.imdb.com/title/tt0402399/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.4895977808599168,0.49930651872399445,0.011095700416088766,0.9805555555555555
65,The Death of Stalin,2017,R,1h 47min,Comedy; Drama; History; ,9 March 2018 (USA),7.2,80253,327,https://www.imdb.com/title/tt4686844/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6452599388379205,0.345565749235474,0.009174311926605505,1.8672566371681416
66,Centurion,2010,R,1h 37min,Action; Drama; History; ,30 July 2010 (USA),6.4,76569,234,https://www.imdb.com/title/tt1020558/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.47863247863247865,0.5,0.021367521367521368,0.9572649572649573
67,The Duchess,2008,PG-13,1h 50min,Biography; Drama; History; ,10 October 2008 (USA),6.9,76558,157,https://www.imdb.com/title/tt0864761/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7961783439490446,0.19745222929936307,0.006369426751592357,4.032258064516129
68,World Trade Center,2006,PG-13,2h 9min,Drama; Fantasy; History; ,9 August 2006 (USA),5.9,76405,580,https://www.imdb.com/title/tt0469641/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6827586206896552,0.3137931034482759,0.0034482758620689655,2.1758241758241756
69,The King,2019,R,2h 20min,Biography; Drama; History; ,1 November 2019 (USA),7.2,76205,684,https://www.imdb.com/title/tt7984766/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6798245614035088,0.3157894736842105,0.0043859649122807015,2.1527777777777777
70,The Lost City of Z,2016,PG-13,2h 21min,Biography; Drama; History; ,21 April 2017 (USA),6.6,75131,251,https://www.imdb.com/title/tt1212428/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5179282868525896,0.46613545816733065,0.01593625498007968,1.1111111111111112
71,Jackie,2016,R,1h 40min,Biography; Drama; History; ,2 December 2016 (USA),6.7,70888,320,https://www.imdb.com/title/tt1619029/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.63125,0.36875,0.0,1.7118644067796611
72,The Water Diviner,2014,R,1h 51min,Drama; History; War; ,17 April 2015 (India),7.0,69915,223,https://www.imdb.com/title/tt3007512/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.6233183856502242,0.36771300448430494,0.008968609865470852,1.6951219512195121
73,Amistad,1997,R,2h 35min,Biography; Drama; History; ,25 December 1997 (USA),7.3,69328,240,https://www.imdb.com/title/tt0118607/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7782426778242678,0.2217573221757322,0.0,3.509433962264151
74,The White Ribbon,2009,R,2h 24min,Drama; History; Mystery; ,5 March 2010 (USA),7.8,66893,212,https://www.imdb.com/title/tt1149362/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.7156398104265402,0.26540284360189575,0.018957345971563982,2.6964285714285716
75,Elizabeth: The Golden Age,2007,PG-13,1h 54min,Biography; Drama; History; ,12 October 2007 (USA),6.8,65530,237,https://www.imdb.com/title/tt0414055/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.620253164556962,0.3670886075949367,0.012658227848101266,1.6896551724137931
76,Seabiscuit,2003,PG-13,2h 20min,Drama; History; Sport; ,25 July 2003 (USA),7.3,65166,468,https://www.imdb.com/title/tt0329575/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.7794432548179872,0.21627408993576017,0.004282655246252677,3.603960396039604
77,Child 44,2015,R,2h 17min,Crime; Drama; History; ,9 May 2016 (India),6.5,63768,267,https://www.imdb.com/title/tt1014763/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.5617977528089888,0.4157303370786517,0.02247191011235955,1.3513513513513513
78,12 Strong,2018,R,2h 10min,Action; Drama; History; ,19 January 2018 (USA),6.6,63442,371,https://www.imdb.com/title/tt1413492/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5876010781671159,0.39892183288409705,0.013477088948787063,1.472972972972973
79,Quiz Show,1994,PG-13,2h 13min,Biography; Drama; History; ,7 October 1994 (USA),7.5,63232,177,https://www.imdb.com/title/tt0110932/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7045454545454546,0.2897727272727273,0.005681818181818182,2.4313725490196076
80,The Finest Hours,2016,PG-13,1h 57min,Action; Drama; History; ,29 January 2016 (USA),6.8,59961,199,https://www.imdb.com/title/tt2025690/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6934673366834171,0.2914572864321608,0.01507537688442211,2.3793103448275863
81,K-19: The Widowmaker,2002,PG-13,2h 18min,Drama; History; Thriller; ,19 July 2002 (USA),6.7,58258,291,https://www.imdb.com/title/tt0267626/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5813148788927336,0.40484429065743943,0.01384083044982699,1.435897435897436
82,The Young Victoria,2009,PG,1h 45min,Biography; Drama; History; ,8 January 2010 (USA),7.3,56451,108,https://www.imdb.com/title/tt0962736/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9166666666666666,0.07407407407407407,0.009259259259259259,12.375
83,Conquest 1453,2012,Not Rated,2h 42min,Action; Drama; History; ,25 April 2012 (USA),6.7,56021,154,https://www.imdb.com/title/tt1783232/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.4025974025974026,0.5974025974025974,0.0,0.6739130434782609
84,The Mission,1986,PG,2h 5min,Adventure; Drama; History; ,31 October 1986 (USA),7.4,54283,214,https://www.imdb.com/title/tt0091530/reviews/_ajax?ref_=undefined&paginationKey=,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9014084507042254,0.09389671361502347,0.004694835680751174,9.6
85,Thirteen Days,2000,PG-13,2h 25min,Drama; History; Thriller; ,12 January 2001 (USA),7.3,52807,337,https://www.imdb.com/title/tt0146309/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.7910447761194029,0.19701492537313434,0.011940298507462687,4.015151515151516
86,Woman in Gold,2015,PG-13,1h 49min,Biography; Drama; History; ,10 April 2015 (USA),7.3,52175,191,https://www.imdb.com/title/tt2404425/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8272251308900523,0.16753926701570682,0.005235602094240838,4.9375
87,Macbeth,2015,R,1h 53min,Drama; History; War; ,11 December 2015 (USA),6.6,51643,219,https://www.imdb.com/title/tt2884018/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.5388127853881278,0.4611872146118721,0.0,1.1683168316831682
88,Battleship Potemkin,1925,Not Rated,1h 6min,Drama; History; Thriller; ,24 December 1925 (Soviet Union),8.0,51403,208,https://www.imdb.com/title/tt0015648/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.8088235294117647,0.19117647058823528,0.0,4.230769230769231
89,Airlift,2016,Not Rated,2h 10min,Drama; History; ,22 January 2016 (USA),8.0,51394,208,https://www.imdb.com/title/tt4387040/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8495145631067961,0.15048543689320387,0.0,5.645161290322581
90,The Longest Day,1962,G,2h 58min,Action; Drama; History; ,4 October 1962 (USA),7.8,51178,234,https://www.imdb.com/title/tt0056197/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8181818181818182,0.16883116883116883,0.012987012987012988,4.846153846153846
91,Midway,2019,PG-13,2h 18min,Action; Drama; History; ,8 November 2019 (USA),6.7,50395,854,https://www.imdb.com/title/tt6924650/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.48243559718969553,0.5105386416861827,0.00702576112412178,0.944954128440367
92,A Bridge Too Far,1977,PG,2h 55min,Drama; History; War; ,15 June 1977 (USA),7.4,50195,248,https://www.imdb.com/title/tt0075784/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.7154471544715447,0.2764227642276423,0.008130081300813009,2.588235294117647
93,The Killing Fields,1984,R,2h 21min,Biography; Drama; History; ,1 February 1985 (USA),7.8,50036,206,https://www.imdb.com/title/tt0087553/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7931034482758621,0.19704433497536947,0.009852216748768473,4.025
94,The Flowers of War,2011,R,2h 26min,Drama; History; Romance; ,16 December 2011 (China),7.6,48360,162,https://www.imdb.com/title/tt1410063/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.7037037037037037,0.2962962962962963,0.0,2.375
95,Hotel Mumbai,2018,R,2h 3min,Action; Drama; History; ,29 March 2019 (USA),7.6,47726,393,https://www.imdb.com/title/tt5461944/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6005089058524173,0.3944020356234097,0.005089058524173028,1.5225806451612902
96,Miracle,2004,PG,2h 15min,Biography; Drama; History; ,6 February 2004 (USA),7.5,46453,315,https://www.imdb.com/title/tt0349825/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9428571428571428,0.050793650793650794,0.006349206349206349,18.5625
97,Detroit,2017,R,2h 23min,Crime; Drama; History; ,4 August 2017 (USA),7.3,45804,202,https://www.imdb.com/title/tt5390504/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.7079207920792079,0.28217821782178215,0.009900990099009901,2.508771929824561
98,The Passion of Joan of Arc,1928,Passed,1h 54min,Biography; Drama; History; ,25 October 1928 (France),8.1,45200,192,https://www.imdb.com/title/tt0019254/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8817204301075269,0.11827956989247312,0.0,7.454545454545454
99,Cold War,2018,R,1h 29min,Drama; History; Music; ,8 June 2018 (Poland),7.6,44833,195,https://www.imdb.com/title/tt6543652/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.8402061855670103,0.15979381443298968,0.0,5.258064516129032
1,Alien,1979,R,1h 57min,Horror; Sci-Fi; ,22 June 1979 (USA),8.4,762793,1423,https://www.imdb.com/title/tt0078748/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8057347670250896,0.182078853046595,0.012186379928315413,4.425196850393701
3,Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580951,1263,https://www.imdb.com/title/tt0054215/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.8276422764227642,0.16260162601626016,0.00975609756097561,5.09
5,Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465577,1566,https://www.imdb.com/title/tt5052448/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5217673814165043,0.4645873944119558,0.01364522417153996,1.123076923076923
6,It,2017,R,2h 15min,Horror; ,8 September 2017 (USA),7.3,437678,1914,https://www.imdb.com/title/tt1396484/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.577324973876698,0.40856844305120166,0.014106583072100314,1.4130434782608696
7,The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427067,1054,https://www.imdb.com/title/tt1457767/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.7079731027857828,0.27953890489913547,0.012487992315081652,2.5326460481099655
8,Split,2016,PG-13,1h 57min,Horror; Thriller; ,20 January 2017 (USA),7.3,404539,986,https://www.imdb.com/title/tt4972582/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5983772819472617,0.3924949290060852,0.009127789046653144,1.524547803617571
9,A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi; ,6 April 2018 (USA),7.5,385782,2882,https://www.imdb.com/title/tt6644200/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5026380583890256,0.4896236370031657,0.007738304607808653,1.026580459770115
10,Saw,2004,R,1h 43min,Horror; Mystery; ,29 October 2004 (USA),7.6,369825,1612,https://www.imdb.com/title/tt0387564/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.47345409119300436,0.514053716427233,0.012492192379762648,0.9210206561360875
11,28 Days Later...,2002,R,1h 53min,Drama; Horror; Sci-Fi; ,27 June 2003 (USA),7.6,367391,1513,https://www.imdb.com/title/tt0289043/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.5036593479707252,0.4810379241516966,0.015302727877578177,1.0470262793914247
12,Cloverfield,2008,PG-13,1h 25min,Action; Adventure; Horror; ,18 January 2008 (USA),7.0,365910,2336,https://www.imdb.com/title/tt1060277/reviews/_ajax?ref_=undefined&paginationKey=,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3668664383561644,0.620291095890411,0.012842465753424657,0.5914423740510697
13,The Cabin in the Woods,2011,R,1h 35min,Horror; ,13 April 2012 (USA),7.0,363506,1190,https://www.imdb.com/title/tt1259521/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34789915966386553,0.6420168067226891,0.010084033613445379,0.5418848167539267
14,The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356786,1095,https://www.imdb.com/title/tt0084787/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7954971857410882,0.1894934333958724,0.0150093808630394,4.198019801980198
15,The Exorcist,1973,R,2h 2min,Horror; ,26 December 1973 (USA),8.0,352076,1220,https://www.imdb.com/title/tt0070047/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6056572379367721,0.38019966722129783,0.014143094841930116,1.5929978118161925
16,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,1h 56min,Drama; Horror; ,21 December 2007 (USA),7.3,335791,832,https://www.imdb.com/title/tt0408236/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5877403846153846,0.40024038461538464,0.01201923076923077,1.4684684684684686
17,The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328624,1147,https://www.imdb.com/title/tt0230600/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.7504409171075838,0.23985890652557318,0.009700176366843033,3.1286764705882355
19,The Ring,2002,PG-13,1h 55min,Horror; Mystery; ,18 October 2002 (USA),7.1,313252,1666,https://www.imdb.com/title/tt0298130/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5475903614457831,0.4403614457831325,0.012048192771084338,1.2435020519835842
22,Interview with the Vampire: The Vampire Chronicles,1994,R,2h 3min,Drama; Horror; ,11 November 1994 (USA),7.6,287602,462,https://www.imdb.com/title/tt0110148/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5587583148558758,0.42572062084257206,0.015521064301552107,1.3125
23,10 Cloverfield Lane,2016,PG-13,1h 43min,Drama; Horror; Mystery; ,11 March 2016 (USA),7.2,280919,752,https://www.imdb.com/title/tt1179933/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.5545212765957447,0.4295212765957447,0.015957446808510637,1.2910216718266254
25,Scream,1996,R,1h 51min,Horror; Mystery; ,20 December 1996 (USA),7.2,276753,969,https://www.imdb.com/title/tt0117571/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7154811715481172,0.26673640167364016,0.01778242677824268,2.6823529411764704
26,The Mist,2007,R,2h 6min,Horror; Sci-Fi; ,21 November 2007 (USA),7.1,274365,1184,https://www.imdb.com/title/tt0884328/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.38175675675675674,0.6030405405405406,0.015202702702702704,0.6330532212885154
27,Alien 3,1992,R,1h 54min,Action; Horror; Sci-Fi; ,22 May 1992 (USA),6.5,269938,903,https://www.imdb.com/title/tt0103644/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.45139664804469276,0.5307262569832403,0.017877094972067038,0.8505263157894737
28,Insidious,2010,PG-13,1h 43min,Horror; Mystery; Thriller; ,1 April 2011 (USA),6.8,269839,885,https://www.imdb.com/title/tt1591095/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5728813559322034,0.4124293785310734,0.014689265536723164,1.389041095890411
29,Annihilation,2018,R,1h 55min,Adventure; Drama; Horror; ,23 February 2018 (USA),6.9,267574,1909,https://www.imdb.com/title/tt2798920/reviews/_ajax?ref_=undefined&paginationKey=,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.4077568134171908,0.5822851153039832,0.009958071278825996,0.7002700270027002
30,Bird Box,2018,R,2h 4min,Drama; Horror; Sci-Fi; ,21 December 2018 (USA),6.6,262311,2765,https://www.imdb.com/title/tt2737304/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.40853217642805495,0.5802603036876356,0.011207519884309472,0.7040498442367601
31,28 Weeks Later,2007,R,1h 40min,Horror; Sci-Fi; ,11 May 2007 (USA),7.0,253591,789,https://www.imdb.com/title/tt0463854/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3700887198986058,0.6248415716096325,0.005069708491761723,0.592292089249493
33,Alien: Covenant,2017,R,2h 2min,Horror; Sci-Fi; Thriller; ,19 May 2017 (USA),6.4,245959,2058,https://www.imdb.com/title/tt2316204/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.3107976653696498,0.6823929961089494,0.006809338521400778,0.45545260156806844
34,Resident Evil,2002,R,1h 40min,Action; Horror; Sci-Fi; ,15 March 2002 (USA),6.7,242106,1175,https://www.imdb.com/title/tt0120804/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4563356164383562,0.5299657534246576,0.0136986301369863,0.8610662358642972
36,Blade,1998,R,2h,Action; Horror; Sci-Fi; ,21 August 1998 (USA),7.1,238439,631,https://www.imdb.com/title/tt0120611/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6741935483870968,0.30806451612903224,0.017741935483870968,2.18848167539267
37,Dawn of the Dead,2004,R,1h 41min,Action; Horror; ,19 March 2004 (USA),7.3,229395,1102,https://www.imdb.com/title/tt0363547/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4890909090909091,0.49636363636363634,0.014545454545454545,0.9853479853479854
38,Saw II,2005,R,1h 33min,Horror; Mystery; ,28 October 2005 (USA),6.6,227842,885,https://www.imdb.com/title/tt0432348/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.45475113122171945,0.5316742081447964,0.013574660633484163,0.8553191489361702
39,The Blair Witch Project,1999,R,1h 21min,Horror; Mystery; ,30 July 1999 (USA),6.5,226133,3515,https://www.imdb.com/title/tt0185937/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4049539170506912,0.5783410138248848,0.016705069124423964,0.700199203187251
40,Final Destination,2000,R,1h 38min,Horror; Thriller; ,17 March 2000 (USA),6.7,223423,727,https://www.imdb.com/title/tt0195714/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4705056179775281,0.5112359550561798,0.018258426966292134,0.9203296703296703
41,Alien: Resurrection,1997,R,1h 49min,Action; Horror; Sci-Fi; ,26 November 1997 (USA),6.2,222998,726,https://www.imdb.com/title/tt0118583/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3235294117647059,0.6610644257703081,0.015406162464985995,0.4894067796610169
42,Pitch Black,2000,R,1h 49min,Action; Horror; Sci-Fi; ,18 February 2000 (USA),7.1,221434,825,https://www.imdb.com/title/tt0134847/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6139705882352942,0.3799019607843137,0.006127450980392157,1.6161290322580646
43,Halloween,1978,R,1h 31min,Horror; Thriller; ,27 October 1978 (USA),7.8,220718,1434,https://www.imdb.com/title/tt0077651/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8076379066478077,0.17963224893917965,0.01272984441301273,4.496062992125984
44,Paranormal Activity,2007,R,1h 26min,Horror; Mystery; Thriller; ,16 October 2009 (USA),6.3,216058,1262,https://www.imdb.com/title/tt1179904/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.39857369255150554,0.5887480190174327,0.012678288431061807,0.676985195154778
45,The Conjuring 2,2016,R,2h 14min,Horror; Mystery; Thriller; ,10 June 2016 (USA),7.3,215863,548,https://www.imdb.com/title/tt3065204/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6897810218978102,0.3029197080291971,0.0072992700729927005,2.2771084337349397
46,Warm Bodies,2013,PG-13,1h 38min,Comedy; Horror; Romance; ,1 February 2013 (USA),6.9,215658,378,https://www.imdb.com/title/tt1588173/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6402116402116402,0.3386243386243386,0.021164021164021163,1.890625
47,Hereditary,2018,R,2h 7min,Drama; Horror; Mystery; ,8 June 2018 (USA),7.3,214947,3086,https://www.imdb.com/title/tt7784604/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.45009721322099805,0.541153596889177,0.008749189889825017,0.8317365269461078
48,Sinister,2012,R,1h 50min,Horror; Mystery; Thriller; ,12 October 2012 (USA),6.8,212002,667,https://www.imdb.com/title/tt1922777/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.6191904047976012,0.36281859070464767,0.017991004497751123,1.7066115702479339
49,Silent Hill,2006,R,2h 5min,Horror; ,21 April 2006 (USA),6.5,210033,1796,https://www.imdb.com/title/tt0384537/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4365256124721604,0.549554565701559,0.013919821826280624,0.7943262411347518
50,Don't Breathe,2016,R,1h 28min,Crime; Horror; Thriller; ,26 August 2016 (USA),7.1,209689,639,https://www.imdb.com/title/tt4160708/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5352112676056338,0.4569640062597809,0.00782472613458529,1.1712328767123288
51,Us,2019,R,1h 56min,Horror; Mystery; Thriller; ,22 March 2019 (USA),6.9,204733,3049,https://www.imdb.com/title/tt6857112/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.34896687438504426,0.64283371597245,0.008199409642505739,0.5428571428571428
52,It Follows,2014,R,1h 40min,Horror; Mystery; Thriller; ,13 March 2015 (USA),6.8,201008,997,https://www.imdb.com/title/tt3235888/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.43029087261785354,0.5546639919759278,0.015045135406218655,0.7757685352622061
53,Life,2017,R,1h 44min,Horror; Sci-Fi; Thriller; ,24 March 2017 (USA),6.6,199775,1042,https://www.imdb.com/title/tt5442430/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.42610364683301344,0.5633397312859885,0.01055662188099808,0.7563884156729132
