,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,pos,neg,neutral,pos_neg_ratio
94,Capote,2005,R,1h 54min,Biography; Crime; Drama; ,3 February 2006 (USA),7.3,122624,448,https://www.imdb.com/title/tt0379725/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8080357142857143,0.18303571428571427,0.008928571428571428,4.414634146341464
95,Coach Carter,2005,PG-13,2h 16min,Biography; Drama; Sport; ,14 January 2005 (USA),7.3,122245,237,https://www.imdb.com/title/tt0393162/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7777777777777778,0.21794871794871795,0.004273504273504274,3.5686274509803924
96,Tombstone,1993,R,2h 10min,Action; Biography; Drama; ,25 December 1993 (USA),7.8,122041,502,https://www.imdb.com/title/tt0108358/reviews/_ajax?ref_=undefined&paginationKey=,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8882235528942116,0.10179640718562874,0.00998003992015968,8.72549019607843
97,Man on the Moon,1999,R,1h 58min,Biography; Comedy; Drama; ,22 December 1999 (USA),7.4,121652,572,https://www.imdb.com/title/tt0125664/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8196428571428571,0.1767857142857143,0.0035714285714285713,4.636363636363637
98,Spartacus,1960,PG-13,3h 17min,Adventure; Biography; Drama; ,17 November 1960 (Brazil),7.9,120924,319,https://www.imdb.com/title/tt0054331/reviews/_ajax?ref_=undefined&paginationKey=,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8485804416403786,0.138801261829653,0.012618296529968454,6.113636363636363
99,Rocketman,2019,R,2h 1min,Biography; Drama; Music; ,31 May 2019 (USA),7.3,120434,944,https://www.imdb.com/title/tt2066051/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7876106194690266,0.2079646017699115,0.004424778761061947,3.7872340425531914
4,The Truman Show,1998,PG,1h 43min,Comedy; ,5 June 1998 (USA),8.1,901368,1152,https://www.imdb.com/title/tt0120382/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8657657657657658,0.13063063063063063,0.0036036036036036037,6.627586206896551
8,Snatch,2000,R,1h 42min,Comedy; ,19 January 2001 (USA),8.3,761777,837,https://www.imdb.com/title/tt0208092/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6933333333333334,0.296969696969697,0.009696969696969697,2.3346938775510204
11,The Big Lebowski,1998,R,1h 57min,Comedy; ,6 March 1998 (USA),8.1,706193,1225,https://www.imdb.com/title/tt0118715/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7951706910907577,0.1965029142381349,0.00832639467110741,4.046610169491525
12,The Hangover,2009,R,1h 40min,Comedy; ,5 June 2009 (USA),7.7,702442,718,https://www.imdb.com/title/tt1119646/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6080892608089261,0.37656903765690375,0.015341701534170154,1.614814814814815
13,Amélie,2001,R,2h 2min,Comedy; Romance; ,8 February 2002 (USA),8.3,686825,1481,https://www.imdb.com/title/tt0211915/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8923493568043331,0.10426540284360189,0.003385240352064997,8.558441558441558
15,Silver Linings Playbook,2012,R,2h 2min,Comedy; Romance; ,25 December 2012 (USA),7.7,648078,836,https://www.imdb.com/title/tt1045658/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7520958083832335,0.23832335329341317,0.009580838323353293,3.1557788944723617
17,Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Romance; ,12 February 1999 (USA),8.6,600633,1318,https://www.imdb.com/title/tt0118799/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8082083662194159,0.17995264404104183,0.011838989739542225,4.491228070175438
21,Groundhog Day,1993,PG,1h 41min,Comedy; Romance; ,12 February 1993 (USA),8.0,566305,769,https://www.imdb.com/title/tt0107048/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8918205804749341,0.10290237467018469,0.005277044854881266,8.666666666666666
22,Birdman or (The Unexpected Virtue of Ignorance),2014,R,1h 59min,Comedy; ,14 November 2014 (USA),7.7,561924,1379,https://www.imdb.com/title/tt2562232/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5747460087082729,0.41509433962264153,0.010159651669085631,1.3846153846153846
23,Ted,2012,R,1h 46min,Comedy; ,29 June 2012 (USA),6.9,559723,658,https://www.imdb.com/title/tt1637725/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.4194528875379939,0.00911854103343465,1.3623188405797102
31,Superbad,2007,R,1h 53min,Comedy; ,17 August 2007 (USA),7.6,508483,655,https://www.imdb.com/title/tt0829482/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6391437308868502,0.3440366972477064,0.016819571865443424,1.8577777777777778
32,Zombieland,2009,R,1h 28min,Comedy; ,2 October 2009 (USA),7.6,507445,712,https://www.imdb.com/title/tt1156398/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6451612903225806,0.3436185133239832,0.011220196353436185,1.8775510204081634
35,Shaun of the Dead,2004,R,1h 39min,Comedy; ,24 September 2004 (USA),7.9,499316,971,https://www.imdb.com/title/tt0365748/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7147302904564315,0.27282157676348545,0.012448132780082987,2.6197718631178706
37,Monty Python and the Holy Grail,1975,PG,1h 31min,Comedy; ,6 December 1979 (India),8.2,488567,774,https://www.imdb.com/title/tt0071853/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73342175066313,0.25862068965517243,0.007957559681697613,2.835897435897436
38,Once Upon a Time... in Hollywood,2019,R,2h 41min,Comedy; ,26 July 2019 (USA),7.7,488535,5064,https://www.imdb.com/title/tt7131622/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5153192330500099,0.4763787309745009,0.008302035975489227,1.0817427385892115
39,La La Land,2016,PG-13,2h 8min,Comedy; ,25 December 2016 (USA),8.0,483017,1774,https://www.imdb.com/title/tt3783958/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6979827089337176,0.29394812680115273,0.008069164265129682,2.3745098039215686
40,Juno,2007,PG-13,1h 36min,Comedy; ,25 December 2007 (USA),7.4,481757,925,https://www.imdb.com/title/tt0467406/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6060606060606061,0.38961038961038963,0.004329004329004329,1.5555555555555556
41,American Psycho,2000,R,1h 41min,Comedy; ,14 April 2000 (USA),7.6,468059,1258,https://www.imdb.com/title/tt0144084/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5525260625501203,0.4330392943063352,0.014434643143544507,1.275925925925926
42,Back to the Future Part II,1989,PG,1h 48min,Comedy; ,22 November 1989 (USA),7.8,462540,414,https://www.imdb.com/title/tt0096874/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8417085427135679,0.15326633165829145,0.005025125628140704,5.491803278688525
43,500 Days of Summer,2009,PG-13,1h 35min,Comedy; Romance; ,7 August 2009 (USA),7.7,461834,601,https://www.imdb.com/title/tt1022603/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8219633943427621,0.17304492512479203,0.004991680532445923,4.75
44,"Crazy, Stupid, Love",2011,PG-13,1h 58min,Comedy; Romance; ,29 July 2011 (USA),7.4,460023,370,https://www.imdb.com/title/tt1570728/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6864864864864865,0.3027027027027027,0.010810810810810811,2.267857142857143
45,Deadpool 2,2018,R,1h 59min,Comedy; ,18 May 2018 (USA),7.7,455361,1310,https://www.imdb.com/title/tt5463162/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6595419847328244,0.33129770992366414,0.00916030534351145,1.9907834101382489
46,The Hangover Part II,2011,R,1h 42min,Comedy; ,26 May 2011 (USA),6.4,453967,421,https://www.imdb.com/title/tt1411697/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3261904761904762,0.6714285714285714,0.002380952380952381,0.4858156028368794
47,Hot Fuzz,2007,R,2h 1min,Comedy; ,20 April 2007 (USA),7.8,450327,811,https://www.imdb.com/title/tt0425112/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7913580246913581,0.20493827160493827,0.003703703703703704,3.86144578313253
48,Home Alone,1990,PG,1h 43min,Comedy; ,16 November 1990 (USA),7.6,448866,422,https://www.imdb.com/title/tt0099785/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7817745803357314,0.2014388489208633,0.016786570743405275,3.880952380952381
49,Parasite,2019,R,2h 12min,Comedy; ,8 November 2019 (USA),8.6,443010,2601,https://www.imdb.com/title/tt6751668/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6902173913043478,0.3001672240802676,0.009615384615384616,2.299442896935933
50,Mr. & Mrs. Smith,2005,PG-13,2h,Comedy; ,10 June 2005 (USA),6.5,439831,829,https://www.imdb.com/title/tt0356910/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44149577804583834,0.5464414957780458,0.012062726176115802,0.8079470198675497
51,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,1h 35min,Comedy; ,29 January 1964 (USA),8.4,438092,933,https://www.imdb.com/title/tt0057012/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8351293103448276,0.1497844827586207,0.015086206896551725,5.575539568345324
52,Little Miss Sunshine,2006,R,1h 41min,Comedy; ,18 August 2006 (USA),7.8,429216,950,https://www.imdb.com/title/tt0449059/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747624076029567,0.24181626187961985,0.010559662090813094,3.091703056768559
55,Horrible Bosses,2011,R,1h 38min,Comedy; ,8 July 2011 (USA),6.9,413945,439,https://www.imdb.com/title/tt1499658/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49658314350797267,0.489749430523918,0.01366742596810934,1.013953488372093
56,Love Actually,2003,R,2h 15min,Comedy; Romance; ,14 November 2003 (USA),7.6,413896,1136,https://www.imdb.com/title/tt0314331/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7242290748898679,0.2696035242290749,0.006167400881057269,2.6862745098039214
57,Charlie and the Chocolate Factory,2005,PG,1h 55min,Comedy; ,15 July 2005 (USA),6.6,413780,1436,https://www.imdb.com/title/tt0367594/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6566852367688022,0.334958217270195,0.008356545961002786,1.9604989604989604
59,Dead Poets Society,1989,PG,2h 8min,Comedy; ,9 June 1989 (USA),8.1,407018,626,https://www.imdb.com/title/tt0097165/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8733974358974359,0.12179487179487179,0.004807692307692308,7.171052631578948
60,"Three Billboards Outside Ebbing, Missouri",2017,R,1h 55min,Comedy; ,1 December 2017 (USA),8.2,404557,1169,https://www.imdb.com/title/tt5027774/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5616319444444444,0.4314236111111111,0.006944444444444444,1.3018108651911469
61,Lost in Translation,2003,R,1h 42min,Comedy; ,3 October 2003 (USA),7.7,399082,1974,https://www.imdb.com/title/tt0335266/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6122655854029397,0.3801317790167258,0.007602635580334516,1.6106666666666667
63,The Terminal,2004,PG-13,2h 8min,Comedy; Romance; ,18 June 2004 (USA),7.4,393039,702,https://www.imdb.com/title/tt0362227/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6362339514978602,0.3537803138373752,0.009985734664764621,1.7983870967741935
64,We're the Millers,2013,R,1h 50min,Comedy; ,7 August 2013 (USA),7.0,392433,381,https://www.imdb.com/title/tt1723121/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6929133858267716,0.29133858267716534,0.015748031496062992,2.3783783783783785
65,Back to the Future Part III,1990,PG,1h 58min,Comedy; ,25 May 1990 (USA),7.4,389841,335,https://www.imdb.com/title/tt0099088/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8575757575757575,0.14242424242424243,0.0,6.0212765957446805
66,The 40-Year-Old Virgin,2005,R,1h 56min,Comedy; Romance; ,19 August 2005 (USA),7.1,384072,587,https://www.imdb.com/title/tt0405422/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5417376490630323,0.44122657580919933,0.017035775127768313,1.2277992277992278
67,In Bruges,2008,R,1h 47min,Comedy; ,29 February 2008 (USA),7.9,381466,628,https://www.imdb.com/title/tt0780536/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7065390749601276,0.2727272727272727,0.02073365231259968,2.590643274853801
68,Midnight in Paris,2011,PG-13,1h 34min,Comedy; Romance; ,10 June 2011 (USA),7.7,376680,609,https://www.imdb.com/title/tt1605783/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7873754152823921,0.20764119601328904,0.0049833887043189366,3.792
69,This Is the End,2013,R,1h 47min,Comedy; ,12 June 2013 (USA),6.6,376448,760,https://www.imdb.com/title/tt1245492/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5210526315789473,0.4631578947368421,0.015789473684210527,1.125
70,Tropic Thunder,2008,R,1h 47min,Comedy; ,13 August 2008 (USA),7.0,369967,630,https://www.imdb.com/title/tt0942385/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41812400635930047,0.5659777424483307,0.01589825119236884,0.7387640449438202
72,American Pie,1999,R,1h 35min,Comedy; ,9 July 1999 (USA),7.0,368148,807,https://www.imdb.com/title/tt0163651/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617314930991217,0.3713927227101631,0.011292346298619825,1.662162162162162
73,Scott Pilgrim vs. the World,2010,PG-13,1h 52min,Comedy; ,13 August 2010 (USA),7.5,364286,663,https://www.imdb.com/title/tt0446029/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7149321266968326,0.28054298642533937,0.004524886877828055,2.5483870967741935
74,Bruce Almighty,2003,PG-13,1h 41min,Comedy; ,23 May 2003 (USA),6.8,363633,640,https://www.imdb.com/title/tt0315327/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103449,0.46551724137931033,0.017241379310344827,1.1111111111111112
78,The Devil Wears Prada,2006,PG-13,1h 49min,Comedy; ,30 June 2006 (USA),6.9,359709,705,https://www.imdb.com/title/tt0458352/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6226950354609929,0.3730496453900709,0.00425531914893617,1.6692015209125475
79,Monty Python's Life of Brian,1979,R,1h 34min,Comedy; ,17 August 1979 (USA),8.1,356682,392,https://www.imdb.com/title/tt0079470/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5463917525773195,0.44329896907216493,0.010309278350515464,1.2325581395348837
82,Easy A,2010,PG-13,1h 32min,Comedy; Romance; ,17 September 2010 (USA),7.0,348230,339,https://www.imdb.com/title/tt1282140/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6135693215339233,0.3864306784660767,0.0,1.5877862595419847
83,Dumb and Dumber,1994,PG-13,1h 47min,Comedy; ,16 December 1994 (USA),7.3,345454,473,https://www.imdb.com/title/tt0109686/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6274089935760171,0.3640256959314775,0.008565310492505354,1.723529411764706
84,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,1h 24min,Comedy; ,3 November 2006 (USA),7.3,345007,1247,https://www.imdb.com/title/tt0443453/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4189406099518459,0.5658105939004815,0.015248796147672551,0.7404255319148936
85,Ghostbusters,1984,PG,1h 45min,Comedy; ,8 June 1984 (USA),7.8,344766,555,https://www.imdb.com/title/tt0087332/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7853211009174312,0.2036697247706422,0.011009174311926606,3.855855855855856
87,The Breakfast Club,1985,R,1h 37min,Comedy; ,15 February 1985 (USA),7.9,344566,871,https://www.imdb.com/title/tt0088847/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7056778679026651,0.287369640787949,0.006952491309385863,2.4556451612903225
88,Knocked Up,2007,R,2h 9min,Comedy; Romance; ,1 June 2007 (USA),6.9,343791,584,https://www.imdb.com/title/tt0478311/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.516295025728988,0.4734133790737564,0.010291595197255575,1.0905797101449275
89,Knives Out,2019,PG-13,2h 10min,Comedy; ,27 November 2019 (USA),7.9,342300,2175,https://www.imdb.com/title/tt8946378/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6477900552486188,0.3416206261510129,0.010589318600368325,1.8962264150943395
90,22 Jump Street,2014,R,1h 52min,Comedy; ,13 June 2014 (USA),7.0,337286,355,https://www.imdb.com/title/tt2294449/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6507042253521127,0.3408450704225352,0.008450704225352112,1.9090909090909092
91,The Mask,1994,PG-13,1h 41min,Comedy; ,29 July 1994 (USA),6.9,335546,278,https://www.imdb.com/title/tt0110475/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9010989010989011,0.08058608058608059,0.018315018315018316,11.181818181818182
92,Men in Black II,2002,PG-13,1h 28min,Comedy; ,3 July 2002 (USA),6.2,335021,647,https://www.imdb.com/title/tt0120912/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3037383177570093,0.6900311526479751,0.006230529595015576,0.4401805869074492
94,Friends with Benefits,2011,R,1h 49min,Comedy; Romance; ,22 July 2011 (USA),6.5,332366,238,https://www.imdb.com/title/tt1632708/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5840336134453782,0.4117647058823529,0.004201680672268907,1.4183673469387754
95,3 Idiots,2009,PG-13,2h 50min,Comedy; ,25 December 2009 (India),8.4,328127,622,https://www.imdb.com/title/tt1187043/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7616666666666667,0.23333333333333334,0.005,3.2642857142857142
96,Yes Man,2008,PG-13,1h 44min,Comedy; Romance; ,19 December 2008 (USA),6.8,327950,302,https://www.imdb.com/title/tt1068680/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7152317880794702,0.2781456953642384,0.006622516556291391,2.5714285714285716
97,Men in Black 3,2012,PG-13,1h 46min,Comedy; ,25 May 2012 (USA),6.8,327676,388,https://www.imdb.com/title/tt1409024/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6391752577319587,0.34536082474226804,0.015463917525773196,1.8507462686567164
98,Wedding Crashers,2005,R,1h 59min,Comedy; Romance; ,15 July 2005 (USA),6.9,326314,667,https://www.imdb.com/title/tt0396269/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5945945945945946,0.4039039039039039,0.0015015015015015015,1.4721189591078068
99,Anchorman: The Legend of Ron Burgundy,2004,PG-13,1h 34min,Comedy; ,9 July 2004 (USA),7.2,322831,618,https://www.imdb.com/title/tt0357413/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5575364667747164,0.4246353322528363,0.017828200972447326,1.3129770992366412
1,Pulp Fiction,1994,R,2h 34min,Crime; Drama; ,14 October 1994 (USA),8.9,1767445,3014,https://www.imdb.com/title/tt0110912/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7511141583818992,0.23825848474460062,0.01062735687350017,3.1525179856115106
2,The Godfather,1972,R,2h 55min,Crime; Drama; ,24 March 1972 (USA),9.2,1558661,3886,https://www.imdb.com/title/tt0068646/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8912402893115456,0.10447361371551031,0.004286096972944013,8.53076923076923
3,Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,https://www.imdb.com/title/tt0114369/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.7896995708154506,0.20243204577968527,0.007868383404864092,3.9010600706713783
4,The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223451,1298,https://www.imdb.com/title/tt0102926/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.8276422764227642,0.16097560975609757,0.011382113821138212,5.141414141414141
5,The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150788,2313,https://www.imdb.com/title/tt0407887/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.6998689384010485,0.29183049366535607,0.008300567933595456,2.3982035928143715
7,The Green Mile,1999,R,3h 9min,Crime; Drama; Fantasy; ,10 December 1999 (USA),8.6,1101707,1725,https://www.imdb.com/title/tt0120689/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8150807899461401,0.17833632555356074,0.006582884500299222,4.570469798657718
8,The Godfather: Part II,1974,R,3h 22min,Crime; Drama; ,18 December 1974 (USA),9.0,1089268,1007,https://www.imdb.com/title/tt0071562/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9040247678018576,0.08978328173374613,0.006191950464396285,10.068965517241379
12,The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961807,1355,https://www.imdb.com/title/tt0114814/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8092705167173252,0.18541033434650456,0.005319148936170213,4.364754098360656
13,Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889962,1145,https://www.imdb.com/title/tt0105236/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.6729559748427673,0.31805929919137466,0.008984725965858042,2.115819209039548
14,No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823136,1824,https://www.imdb.com/title/tt0477348/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.596078431372549,0.3904761904761905,0.013445378151260505,1.526542324246772
15,Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822351,10279,https://www.imdb.com/title/tt7286456/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.771351781803703,0.22217798128608401,0.00647023691021302,3.471774193548387
18,A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3,735080,1553,https://www.imdb.com/title/tt0066921/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.749509483322433,0.23871811641595814,0.011772400261608895,3.1397260273972605
19,Sin City,2005,R,2h 4min,Crime; Thriller; ,1 April 2005 (USA),8.0,731417,1777,https://www.imdb.com/title/tt0401792/reviews/_ajax?ref_=undefined&paginationKey=,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6790540540540541,0.3119369369369369,0.009009009009009009,2.1768953068592056
